objectid;Statut;Status;Status;Gestionnaire;Beheerder;Manager;Réseau;Netwerk;Network;Catégorie;Categorie;Category;Type;Type;Type;type_concat_fr;type_concat_nl;type_concat_en;Heures d'ouverture;Accessibilité;Toegankelijkheid;Accessibility;Tarification;Tarieven;Pricing;Localisation;Locatie;Location;Adresse;Adres;Code postal;Commune;Gemeente;Quartier;Wijk;name_concat;address_concat_fr;address_concat_nl;Google Maps;Google Street View;Geo Point;Geo Shape
1922;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";10:00 - 22:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Snack Verdun;Snack Verdun;Snack Verdun;;;1130;Bruxelles;Brussel;Haren;Haren;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Haren -  - 1130 Bruxelles;Haren -  - 1130 Brussel;https://www.google.com/maps/search/?api=1&query=50.89168468658462%2C4.417955055169578;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89168468658462%2C4.417955055169578;50.8916846839, 4.4179550552;"{""coordinates"": [4.4179550552, 50.8916846839], ""type"": ""Point""}"
1934;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";14:00 - 22:30;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Basils Liberté;Basils Liberté;Basils Liberté;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.849660278403086%2C4.366062675389353;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.849660278403086%2C4.366062675389353;50.8496602775, 4.3660626796;"{""coordinates"": [4.3660626796, 50.8496602775], ""type"": ""Point""}"
2243;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";11:00 - 00:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Kombi Bar;Kombi Bar;Kombi Bar;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84061188049853%2C4.35154849195205;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84061188049853%2C4.35154849195205;50.8406118823, 4.3515484962;"{""coordinates"": [4.3515484962, 50.8406118823], ""type"": ""Point""}"
4488;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Mardi au samedi de 10 à 18;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Wolf;Le Wolf;Le Wolf;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.8456701968133%2C4.352141807811217;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8456701968133%2C4.352141807811217;50.845670195, 4.3521418092;"{""coordinates"": [4.3521418092, 50.845670195], ""type"": ""Point""}"
2264;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";10:30-19:00;PMR;PBM;PRM;Payant;Betalend;Paying;Galerie Agora;Galerie Agora;Galerie Agora;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84642231855254%2C4.354385091829173;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84642231855254%2C4.354385091829173;50.8464223159, 4.354385089;"{""coordinates"": [4.354385089, 50.8464223159], ""type"": ""Point""}"
2266;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";08:00-19:00;non PMR;niet PBM;not PRM;Payant;Betalend;Paying;Shopping center The Mint;Shopping center The Mint;Shopping center The Mint;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.85001992015534%2C4.3527804552841145;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85001992015534%2C4.3527804552841145;50.8500199211, 4.3527804539;"{""coordinates"": [4.3527804539, 50.8500199211], ""type"": ""Point""}"
2268;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-je/Ma-do 09:30-19:00, Ve/Vr 09:30-20:00;non PMR;niet PBM;not PRM;Payant;Betalend;Paying;Shopping center Inno (niveau +1);Shopping center Inno (niveau +1);Shopping center Inno (niveau +1);;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.8531386620154%2C4.3567852668933345;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8531386620154%2C4.3567852668933345;50.8531386602, 4.3567852626;"{""coordinates"": [4.3567852626, 50.8531386602], ""type"": ""Point""}"
3205;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Me-Ve: 08:30 - 1600 Sa-Di: 1030-1630;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Spread The Moon;Spread The Moon;Spread The Moon;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.847546011585585%2C4.361822029153388;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.847546011585585%2C4.361822029153388;50.8475460134, 4.3618220249;"{""coordinates"": [4.3618220249, 50.8475460134], ""type"": ""Point""}"
5767;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Ma-Di:10-18;PMR;PBM;PRM;Gratuit;Gratis;Free;Brasserie Horta;Brasserie Horta;Brasserie Horta;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.85109586255786%2C4.360083465365099;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85109586255786%2C4.360083465365099;50.8510958581, 4.360083471;"{""coordinates"": [4.360083471, 50.8510958581], ""type"": ""Point""}"
3213;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";24/24;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Hôtel Barry;Hôtel Barry;Hôtel Barry;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84390791805001%2C4.344510742285331;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84390791805001%2C4.344510742285331;50.8439079216, 4.3445107451;"{""coordinates"": [4.3445107451, 50.8439079216], ""type"": ""Point""}"
1927;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";16:00 - 02:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;The James Joyce Irish Bar;The James Joyce Irish Bar;The James Joyce Irish Bar;;;1000;Bruxelles;Brussel;Nord-Est;Noord-Oost;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Nord-Est -  - 1000 Bruxelles;Noord-Oost -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84498776054637%2C4.383608176132446;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84498776054637%2C4.383608176132446;50.8449877578, 4.3836081747;"{""coordinates"": [4.3836081747, 50.8449877578], ""type"": ""Point""}"
2564;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";15:00 - 04:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Café Central;Le Café Central;Le Café Central;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84771011523322%2C4.347777920089048;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84771011523322%2C4.347777920089048;50.8477101188, 4.3477779172;"{""coordinates"": [4.3477779172, 50.8477101188], ""type"": ""Point""}"
6082;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-di / Ma-zo 11-22;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Woodpecker;Woodpecker;Woodpecker;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84325166589618%2C4.36360802315759;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84325166589618%2C4.36360802315759;50.843251665, 4.3636080203;"{""coordinates"": [4.3636080203, 50.843251665], ""type"": ""Point""}"
2567;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";11:00 - 22:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Panorama Bar;Le Panorama Bar;Le Panorama Bar;;;1020;Bruxelles;Brussel;Laeken;Laken;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.87720252541699%2C4.348904710710512;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87720252541699%2C4.348904710710512;50.8772025227, 4.3489047093;"{""coordinates"": [4.3489047093, 50.8772025227], ""type"": ""Point""}"
4165;Existant;Bestaand;Existing;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);?;PMR;PBM;PRM;Gratuit;Gratis;Free;Maison de Quartier Van Artevelde;Maison de Quartier Van Artevelde;Maison de Quartier Van Artevelde;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84700547619534%2C4.343999216128472;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84700547619534%2C4.343999216128472;50.8470054762, 4.3439992204;"{""coordinates"": [4.3439992204, 50.8470054762], ""type"": ""Point""}"
4166;Existant;Bestaand;Existing;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);?;PMR;PBM;PRM;Gratuit;Gratis;Free;Maison de Quartier Nord-Est;Maison de Quartier Nord-Est;Maison de Quartier Nord-Est;;;1000;Bruxelles;Brussel;Nord-Est;Noord-Oost;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Nord-Est -  - 1000 Bruxelles;Noord-Oost -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.847688544622926%2C4.3857611365979565;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.847688544622926%2C4.3857611365979565;50.8476885464, 4.3857611394;"{""coordinates"": [4.3857611394, 50.8476885464], ""type"": ""Point""}"
5122;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu - Di : 1100 - 2230;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;OMMEGANG;OMMEGANG;OMMEGANG;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.8468913019598%2C4.354543491394629;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8468913019598%2C4.354543491394629;50.8468912993, 4.3545434871;"{""coordinates"": [4.3545434871, 50.8468912993], ""type"": ""Point""}"
3524;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-Sa;PMR;PBM;PRM;Gratuit;Gratis;Free;Bibliothèque de Laeken;Bibliothèque de Laeken;Bibliothèque de Laeken;;;1020;Bruxelles;Brussel;Laeken;Laken;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.876307710709604%2C4.347956559161108;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.876307710709604%2C4.347956559161108;50.8763077089, 4.347956562;"{""coordinates"": [4.347956562, 50.8763077089], ""type"": ""Point""}"
684;A remplacer;Te vervangen;To replace;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;;;;;;1020;Bruxelles;Brussel;Laeken;Laken;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.87695712816093%2C4.346798459861276;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87695712816093%2C4.346798459861276;50.8769571291, 4.3467984556;"{""coordinates"": [4.3467984556, 50.8769571291], ""type"": ""Point""}"
2572;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";09:00 - 23:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Walvis;Le Walvis;Le Walvis;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.85306476521843%2C4.341910399771588;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85306476521843%2C4.341910399771588;50.8530647625, 4.3419103984;"{""coordinates"": [4.3419103984, 50.8530647625], ""type"": ""Point""}"
4163;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;PMR;PBM;PRM;Gratuit;Gratis;Free;Maison de Quartier Bruyn;Maison de Quartier Bruyn;Maison de Quartier Bruyn;;;1120;Bruxelles;Brussel;Neder-Over-Heembeek/Mutsaard;Neder-Over-Heembeek/Mutsaard;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Neder-Over-Heembeek/Mutsaard -  - 1120 Bruxelles;Neder-Over-Heembeek/Mutsaard -  - 1120 Brussel;https://www.google.com/maps/search/?api=1&query=50.908705691150786%2C4.3888723070019715;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.908705691150786%2C4.3888723070019715;50.9087056912, 4.3888722999;"{""coordinates"": [4.3888722999, 50.9087056912], ""type"": ""Point""}"
